fishID,lakeID,basin,DOCbin,lakeDOC,fishSL,capture_Method,total_RakerNum,length_Raker1,length_Raker2,length_Raker3,length_Raker4,length_Raker5,length_Raker6,length_Raker7,length_Raker8,length_Raker9,space1,space2,space3,space4,space5,space6,space7,space8,avgRakerLength,avgRakerSpace,SS.Length,SS.Space,SS.Count,lakeSlope,avgrakerlengthSS_bylake,avgrakerspaceSS_bylake,rakercountSS_bylake,avgL_4-7,avgS_4-6,avgL2_ss,avgS2_ss,fitted_L,fitted_S,fitted_C
OB Electro 014.jpg,Oxbow,4,high,11.12,131.0228666,Shock,10,15.83,22.79,30.31,28.21,24.39,25.66,22.44,18.83,16.43,4.7,7.03,8.53,9.53,8.09,10.48,10.06,8.76,22.76555556,8.3975,21.25703773,7.373901583,10.08145646,0.48824,20.93389308,7.721867363,9.269067044,25.175,9.366666667,23.40631759,10.37832684,3.102604,2.078696,11.84293
OB Electro 015.jpg,Oxbow,4,high,11.12,81.13131535,Shock,10,6.13,11.21,18.47,20,19.36,14.96,14.43,13.51,12.11,1.9,5.1,5.8,5.52,5.97,5.91,4.77,5.25,14.46444444,5.0275,16.352871,6.344408894,9.855848759,0.48824,16.807567,5.841921936,11.4508604,17.1875,5.8,19.58103137,4.827247871,3.102604,2.078696,11.84293
OB FN 001.jpg,Oxbow,4,high,11.12,128.2675767,Fyke_Net,12,6.42,10.01,15.22,24.31,24.03,23.32,20.5,19.92,17.1,6.33,6.73,9.25,8.06,6.91,8.98,7.27,7.76,17.87,7.66125,16.8279979,6.836447582,12.08561275,0.48824,16.60362275,7.118336524,11.22762698,23.04,7.983333333,21.61522182,8.734058726,3.102604,2.078696,11.84293
OB FN 002.jpg,Oxbow,4,high,11.12,121.4489053,Fyke_Net,14,9.92,16.77,26.51,31.16,33.52,29.1,26.24,26.15,23.93,8.14,7.09,5.98,7.18,7.08,6.94,6.55,7.58,24.81111111,7.0675,23.87927432,6.572726975,14.06355935,0.48824,23.67593698,6.744152085,13.41829106,30.005,7.066666667,28.80908906,7.483136195,3.102604,2.078696,11.84293
OB FN 003.jpg,Oxbow,4,high,11.12,114.037297,Fyke_Net,12,12.69,19.44,23.69,29.59,27.5,24.69,22.39,20.06,16.71,6.34,6.87,6.55,6.57,5.45,7.19,8.66,8.43,21.86222222,7.0075,21.57655901,6.834917128,12.01869046,0.48824,21.51329903,6.895668773,11.82526429,26.0425,6.403333333,25.68109659,6.53054129,3.102604,2.078696,11.84293
OB FN 004.jpg,Oxbow,4,high,11.12,154.6337845,Fyke_Net,12,9.89,20.01,21.14,29.95,32.51,22.19,24.09,21.76,22,8.08,12.27,8.61,10.61,8.74,10.68,10.7,10.7,22.61555556,10.04875,19.76589463,7.784251063,12.19276905,0.48824,19.1799108,8.522204285,10.33909834,27.185,10.01,23.56042181,12.24432523,3.102604,2.078696,11.84293
OB FN 005.jpg,Oxbow,4,high,11.12,97.87197465,Fyke_Net,12,10.19,16.09,25.33,24.47,22.65,20.27,17.74,17.21,6.59,6.15,6.63,6.67,6.15,7.02,8.04,7.83,,17.83777778,6.927142857,18.71206213,7.584964512,11.9322483,0.48824,18.91328693,7.344817051,12.6499713,21.2825,7.07,22.39248463,6.581554934,3.102604,2.078696,11.84293
OB FN 006.jpg,Oxbow,4,high,11.12,116.7249376,Fyke_Net,13,7.62,12.46,18.57,28.24,26.43,23.02,20.31,18.46,18.14,7.14,7.33,7.38,8.44,8.33,8.81,8.75,8.87,19.25,8.13125,18.82267876,7.792434996,13.0345778,0.48824,18.72854541,7.910996728,12.67976718,24.5,8.526666667,23.92255049,8.817836586,3.102604,2.078696,11.84293
OB FN 007.jpg,Oxbow,4,high,11.12,128.8543742,Fyke_Net,12,5.95,15.03,24.16,26.7,25.47,22.42,18.34,17.02,15.86,10.14,10.06,10.15,7.52,8.82,10.31,12.92,9.35,18.99444444,9.90875,17.85432538,8.81150201,12.08821783,0.48824,17.60909652,9.186073712,11.20504879,23.2325,8.883333333,21.75367735,9.745210449,3.102604,2.078696,11.84293
OB FN 008.jpg,Oxbow,4,high,11.12,124.4714192,Fyke_Net,13,9.27,13.58,20.56,28.95,31.59,23.75,27.14,20.21,19.17,6.56,7.9,9.06,7.9,7.94,8.33,7.03,7.83,21.58,7.81875,20.56676435,7.137393898,13.07418691,0.48824,20.34697886,7.372018171,12.32548958,27.8575,8.056666667,26.46984478,8.657610294,3.102604,2.078696,11.84293
OB FN 009.jpg,Oxbow,4,high,11.12,122.301711,Fyke_Net,9,9.55,14.41,19.86,18.02,17.2,16.56,13.31,12.09,9.77,11.83,8.4,10.65,8.66,9.26,8.66,9.42,8.12,14.53,9.375,13.94529836,8.672649869,9.043847329,0.48824,13.81792559,8.915569467,8.599465406,16.2725,8.86,15.57764024,9.421433898,3.102604,2.078696,11.84293
OB FN 010.jpg,Oxbow,4,high,11.12,115.0577832,Fyke_Net,10,15.66,17.83,28.15,25.77,24.5,20.68,18.29,16.56,10.03,9.02,7.46,8.2,7.46,8.61,6.52,7.76,6.74,19.71888889,7.72125,19.39216612,7.480496576,10.0197896,0.48824,19.3199548,7.565050945,9.815744931,22.31,7.53,21.91744718,7.720543797,3.102604,2.078696,11.84293
OB FN 011.jpg,Oxbow,4,high,11.12,102.8716187,Fyke_Net,14,9.03,14.03,19.27,29.6,29.27,26.81,23.51,19.75,19.18,6.81,6.61,6.82,6.42,7.09,7.61,7.38,6.52,21.16111111,6.9075,21.76129913,7.283660353,13.95374498,0.48824,21.89780438,7.147984044,14.43756265,27.2975,7.04,28.12084294,6.751482992,3.102604,2.078696,11.84293
OB FN 012.jpg,Oxbow,4,high,11.12,157.0388789,Fyke_Net,12,13.36,15.8,19.02,26.61,29.41,24.97,21.01,16.43,16.26,12.4,10.53,10.94,9.49,10.18,9.63,12.27,12.91,20.31888889,11.04375,17.649579,8.455709482,12.20165817,0.48824,17.10277972,9.295738327,10.26896318,25.5,9.766666667,21.95593401,12.05726253,3.102604,2.078696,11.84293
OB FN 013.jpg,Oxbow,4,high,11.12,166.2396992,Fyke_Net,11,9.47,14.63,29.51,29.96,26.4,22.9,20.26,17.87,15.77,6.27,10.22,10.32,8.66,7.72,7.72,10.48,11.44,20.75222222,9.10375,17.62102734,6.676441684,11.21496515,0.48824,16.98863059,7.452717563,9.179788769,24.88,8.033333333,20.91113606,10.26031022,3.102604,2.078696,11.84293
OB FN 014.jpg,Oxbow,4,high,11.12,119.4789085,Fyke_Net,15,7.59,13.24,18.56,28.01,25.81,19.44,20.56,20.83,17.69,9.02,8.25,8.52,10.08,7.61,8.13,7.69,6.54,19.08111111,8.23,18.48471839,7.749134874,15.05646783,0.48824,18.35406551,7.916423671,14.48080528,23.455,8.606666667,22.67685025,9.025347216,3.102604,2.078696,11.84293
OB FN 015.jpg,Oxbow,4,high,11.12,95.79542874,Fyke_Net,9,17.23,23.42,24.86,22.42,17.72,15.55,15.66,13.76,8.48,3.91,4.46,8.48,7.45,6.72,6.63,6.89,7.05,17.67777778,6.44875,18.70360159,7.176646385,8.940128454,0.48824,18.94092513,6.909547941,9.577634776,17.8375,6.933333333,18.93924144,6.372223187,3.102604,2.078696,11.84293
PP FN 001.jpg,Papoose,7,low,6.49,118.8231006,Fyke_Net,11,10.18,10.33,15.07,18.21,19.05,24.67,21.02,21.04,18.92,4.07,6.68,8.33,7.18,5.13,5.76,7.05,7,17.61,6.4,17.09709927,6.05120544,11.03854045,0.62617,16.81196613,6.109981058,10.53646991,20.7375,6.023333333,20.09635107,6.29562404,3.022089,1.745874,11.00993
PP FN 002.jpg,Papoose,7,low,6.49,101.3643072,Fyke_Net,10,11.6,18.19,20.61,22.35,18.85,15.33,16.47,12.71,12.06,4.15,4.49,5.81,7.93,6.99,7.89,8.56,5.93,16.46333333,6.46875,17.0303002,6.897620961,9.960016114,0.62617,17.36171251,6.821751511,10.50168911,18.25,7.603333333,18.91848645,7.227755796,3.022089,1.745874,11.00993
PP FN 003.jpg,Papoose,7,low,6.49,102.3143643,Fyke_Net,11,19.37,18.72,25.26,20.88,19.13,17.85,15.17,12.81,13.18,3.33,6.01,6.29,6.01,6.1,7.3,4.96,6.71,18.04111111,5.83875,18.59306555,6.182063372,10.96084511,0.62617,18.91477193,6.121508368,11.48963403,18.2575,6.47,18.8515459,6.184754972,3.022089,1.745874,11.00993
PP FN 004.jpg,Papoose,7,low,6.49,103.6766987,Fyke_Net,11,15.77,16.09,24.03,25.49,20.2,20.6,18.45,17.11,13.47,5.64,3.89,6.12,6.56,6.82,6.24,6.95,5.87,19.02333333,6.01125,19.50212416,6.301327682,10.96769332,0.62617,19.78004981,6.250378144,11.40198299,21.185,6.54,21.7519622,6.301231888,3.022089,1.745874,11.00993
PP FN 005.jpg,Papoose,7,low,6.49,94.6842543,Fyke_Net,12,8.05,12,14.44,22.11,25.88,20.99,24.11,22.83,19.92,5.44,4.69,5.75,6.52,5.19,5.46,6.67,4.82,18.92555556,5.5675,20.11723345,6.250862083,11.91360593,0.62617,20.82872208,6.127381954,13.10936169,23.2725,5.723333333,24.83247751,5.223636243,3.022089,1.745874,11.00993
PP FN 006.jpg,Papoose,7,low,6.49,83.92905952,Fyke_Net,10,13.64,23.32,20.85,21.39,15.78,17.59,15.13,15.62,13.21,6.47,3.98,5.6,6.43,5.79,5.14,3.75,4.18,17.39222222,5.1675,19.39865564,6.355937039,9.87163957,0.62617,20.64232971,6.133167976,11.71432455,17.4725,5.786666667,19.62162599,4.914622951,3.022089,1.745874,11.00993
PP FN 007.jpg,Papoose,7,low,6.49,127.0274241,Fyke_Net,10,12.05,16.69,33.1,29.24,29.26,32.18,22.88,22.57,18.53,2.41,7.88,6.24,6.95,7.68,6.47,8.07,7.72,24.05555556,6.6775,22.7408703,6.002568527,10.06672462,0.62617,22.02509215,6.113880965,9.215414169,28.39,7.033333333,26.7443249,7.650222464,3.022089,1.745874,11.00993
PP FN 008.jpg,Papoose,7,low,6.49,106.9844171,Fyke_Net,10,10.61,13.1,16.43,22.5,19.44,20.62,18.5,16.1,16.86,6.38,8.9,8.03,6.54,5.65,5.03,3.48,3.83,17.12888889,5.98,17.34129661,6.121374945,9.985427525,0.62617,17.46342383,6.096802482,10.17867372,20.265,5.74,20.53210559,5.635108819,3.022089,1.745874,11.00993
PP FN 010.jpg,Papoose,7,low,6.49,106.0818056,Fyke_Net,10,9.79,24.16,25.36,22.7,21.29,17.33,15.14,8.46,14.3,7.89,5.52,5.19,6.78,5.07,6.88,5.39,7.4,17.61444444,6.265,17.89326995,6.454355119,9.981433373,0.62617,18.05399097,6.421346205,10.22872517,19.115,6.243333333,19.4366468,6.098319911,3.022089,1.745874,11.00993
PP FN 012.jpg,Papoose,7,low,6.49,113.5908441,Fyke_Net,11,10.71,19.59,22.36,30.24,28.89,19.31,18.28,17.33,15.42,7.07,6.6,7.26,6.14,6.96,7.27,6.59,6.28,20.23666667,6.77125,20.00353236,6.624115887,11.01509243,0.62617,19.87213287,6.649287206,10.81478717,24.18,6.79,23.88413456,6.908691526,3.022089,1.745874,11.00993
PP FN 013.jpg,Papoose,7,low,6.49,122.847765,Fyke_Net,10,16.8,24.73,25.85,23.56,25.75,21.33,21.31,18.67,18.06,6.96,8.53,7.35,7.35,7.98,6.41,7.99,6.85,21.78444444,7.4275,20.87068066,6.847931268,10.05083332,0.62617,20.36794562,6.94455046,9.395656615,22.9875,7.246666667,21.96437286,7.726389546,3.022089,1.745874,11.00993
PP FN 014.jpg,Papoose,7,low,6.49,127.6201004,Fyke_Net,12,12.01,20.21,26.13,32.17,28.06,26.4,22.7,19.11,18.69,16.07,7.92,7.17,6.8,7.56,6.29,7.38,7.71,22.83111111,8.3625,21.54328871,7.490828176,12.08272507,0.62617,20.8431585,7.634372627,11.02873507,27.3325,6.883333333,25.69735649,7.507901299,3.022089,1.745874,11.00993
PP FN 015.jpg,Papoose,7,low,6.49,98.38083242,Fyke_Net,12,11.38,20.92,20.94,21.23,17.94,17.02,15.72,15.05,14.85,5.37,4.86,6.54,5.65,6.03,6.06,5.17,6.11,17.22777778,5.72375,18.03480383,6.242752336,11.93517052,0.62617,18.51093402,6.150075787,12.82188942,17.9775,5.913333333,18.87356894,5.521867565,3.022089,1.745874,11.00993
PP FN 016.jpg,Papoose,7,low,6.49,86.62475502,Fyke_Net,13,11.12,10.25,17.03,16.67,14.01,17.57,13.91,14.01,14.43,5.07,4.05,4.95,4.98,6,6.02,6.23,5.8,14.33333333,5.3875,15.78646167,6.469915203,12.85230304,0.62617,16.67837493,6.268946367,14.95243131,15.54,5.666666667,17.21906564,4.904401467,3.022089,1.745874,11.00993
PP FN 017.jpg,Papoose,7,low,6.49,101.1561223,Fyke_Net,12,12.23,21.15,24.97,23.05,21.56,20.42,18.09,17.21,14.86,6.52,5.79,7.15,5.45,6.46,5.93,5.17,4.9,19.28222222,5.92125,19.96263794,6.323651202,11.95085907,0.62617,20.36061865,6.252418268,12.61703589,20.78,5.946666667,21.55994484,5.645988431,3.022089,1.745874,11.00993
PP FN 018.jpg,Papoose,7,low,6.49,109.2073808,Fyke_Net,12,14.23,19.14,26.06,18.29,21.62,20.26,19.66,18.31,19.63,6.74,5.24,5.45,7.98,8.43,8.29,6.1,5.19,19.68888889,6.6775,19.77012391,6.729831499,11.99415491,0.62617,19.81658406,6.720819345,12.06984149,19.9575,8.233333333,20.04500076,8.182729575,3.022089,1.745874,11.00993
PP FN 019.jpg,Papoose,7,low,6.49,108.3220758,Fyke_Net,11,12.53,21.69,23.38,24.06,20.11,17.46,16.78,15.7,14.15,5.84,6.68,7.02,6.33,4.46,6.12,5.61,5.15,18.42888889,5.90125,18.56513103,5.984238365,10.99041696,0.62617,18.64319144,5.969883558,11.11628324,19.6025,5.636666667,19.75651092,5.574866189,3.022089,1.745874,11.00993
PP FN 020.jpg,Papoose,7,low,6.49,111.9645266,Fyke_Net,13,8.29,15.33,16.08,21.79,23.86,28.97,22.52,18.93,15.26,7.75,5.67,7.04,8.22,7.97,6.6,6.62,7.46,19.00333333,7.16625,18.89281907,7.087441564,13.00897502,0.62617,18.83028603,7.101005107,12.88826739,24.285,7.596666667,24.13497099,7.663199986,3.022089,1.745874,11.00993
PP FN 021.jpg,Papoose,7,low,6.49,82.89985418,Fyke_Net,12,18.51,22.06,21.29,18.28,17.35,16.65,14.17,10.55,10.51,5.3,4.71,5.23,5.51,5.34,5.88,6.06,3.95,16.59666667,5.2475,18.6026934,6.514871159,11.83906769,0.62617,19.85088597,6.276423064,14.15796564,16.6125,5.576666667,18.75370069,4.701509807,3.022089,1.745874,11.00993
PP FN 022.jpg,Papoose,7,low,6.49,83.40081368,Fyke_Net,11,10.56,15.8,18.64,12.44,26.57,18.82,16.52,16.28,13.04,4.55,4.57,3.47,3.33,7.65,6.82,5.38,4.82,16.51888889,5.07375,18.47105238,6.270509084,10.85556657,0.62617,19.68346118,6.045753552,12.93294582,18.5875,5.933333333,20.92972697,5.020228337,3.022089,1.745874,11.00993
PP FN 023.jpg,Papoose,7,low,6.49,77.99696154,Fyke_Net,9,23.14,21.2,16.53,18.94,12.1,14.68,11.57,7.85,8.27,5.12,4.43,4.09,3.91,4.49,4.67,4.1,3.17,14.92,4.2475,17.13520581,5.522280284,8.853776739,0.62617,18.53985676,5.278027859,10.99994326,14.3225,4.356666667,16.59192118,3.541691849,3.022089,1.745874,11.00993
PP FN 024.jpg,Papoose,7,low,6.49,100.7206386,Fyke_Net,10,10.81,21.56,18.47,20.71,15.72,14.82,10.98,12.31,7.97,4.57,5.59,5.45,5.54,6.2,4.93,6.89,6.23,14.81666667,5.675,15.365938,6.080482029,9.957020537,0.62617,15.68764139,6.008606282,10.54049174,15.5575,5.556666667,16.1709808,5.262136791,3.022089,1.745874,11.00993
PP FN 025.jpg,Papoose,7,low,6.49,100.2117955,Fyke_Net,11,7.56,18.16,23.61,23.06,22.02,20.49,17.71,15.53,13.48,6.28,5.82,6.71,5.57,5.32,5.73,5.49,5.54,17.95777778,5.8075,18.66117314,6.246339554,10.95010344,0.62617,19.07379347,6.168427159,11.62858929,20.82,5.54,21.68752131,5.230514082,3.022089,1.745874,11.00993
PP FN 026.jpg,Papoose,7,low,6.49,104.1495081,Fyke_Net,10,10.93,18.64,21.6,20.6,17.21,15.02,14.54,12.25,11.3,4.09,7.74,5.35,6.91,6.3,6.69,6.13,4.83,15.78777778,6.005,16.15577277,6.273143269,9.972772748,0.62617,16.36908548,6.226115354,10.33816982,16.8425,6.633333333,17.25991596,6.408542153,3.022089,1.745874,11.00993
PP FN 027.jpg,Papoose,7,low,6.49,98.11543067,Fyke_Net,10,11.4,12.84,20.54,20.13,21.68,20.25,15.84,12.94,14.6,5.77,5.09,8.96,5.41,4.4,5.78,5.56,5.66,16.69111111,5.82875,17.49184331,6.370279663,9.944706831,0.62617,17.96465698,6.273499225,10.70163151,19.475,5.196666667,20.46914151,4.844825046,3.022089,1.745874,11.00993
PP FN 028.jpg,Papoose,7,low,6.49,93.08063624,Fyke_Net,12,5.87,9.57,11.59,12.03,21.18,23.92,19.76,21.77,14.92,3.35,4.53,5.68,6.3,5.93,4.87,5.8,5.51,15.62333333,5.24625,16.7206714,5.966799073,11.9040004,0.62617,17.37932396,5.835914247,13.23964804,19.2225,5.7,20.66009392,5.149557893,3.022089,1.745874,11.00993
PP FN 029.jpg,Papoose,7,low,6.49,77.38629304,Fyke_Net,10,13.24,20.9,24.82,22.4,21.64,20.33,17.79,13.9,12.05,8.17,6.6,4.46,6.43,3.98,4.08,5.12,3.84,18.56333333,5.335,21.38645059,6.977538249,9.833879104,0.62617,23.18093953,6.66208599,12.27790484,20.54,4.83,23.87402631,3.908099625,3.022089,1.745874,11.00993
PP FN 030.jpg,Papoose,7,low,6.49,83.4660413,Fyke_Net,10,8.54,10.77,13.77,15.76,16.45,15.64,17.73,18.1,19.33,3.03,3.35,4.3,3.92,3.84,4.63,3.11,3.84,15.12111111,3.7525,16.90281431,4.634869948,9.869061202,0.62617,18.00908875,4.469196746,11.75190313,16.395,4.13,18.45482972,3.496048695,3.022089,1.745874,11.00993
RB FN4 001.jpg,Red Bass,4,high,18.9,148.7570591,Fyke_Net,11,10.13,15.99,29.7,26.88,25.59,15.36,14.25,11.49,10.98,5.25,6.86,8.24,7.14,8.12,9.02,8.9,5.5,17.81888889,7.37875,15.81629432,5.885978405,11.15627537,0.1137,17.22379991,7.13232759,10.78335335,20.52,8.093333333,18.07863532,9.673477072,3.177341,2.378934,11.32584
RB FN4 002.jpg,Red Bass,4,high,18.9,142.7925342,Fyke_Net,12,13.53,16.99,24.66,24.89,23.1,13.84,19.13,16.32,12.19,8.27,7.07,9.99,10.41,9.98,10.4,10.38,10.44,18.29444444,9.6175,16.50575791,7.913057723,12.14698761,0.1137,17.76594295,9.339666458,11.79570453,20.24,10.26333333,18.14404687,11.97108956,3.177341,2.378934,11.32584
RB FN4(2) 001.jpg,Red Bass,4,high,18.9,151.5914296,Fyke_Net,11,12.32,21.38,29.55,29.51,32.21,28.76,21.28,18.44,18.04,6.69,9.95,8.22,10.07,11.08,11.82,10.71,11.87,23.49888889,10.05125,20.701429,7.904130177,11.16622284,0.1137,22.66541489,9.694748673,10.76983118,27.94,10.99,24.41963308,13.28453995,3.177341,2.378934,11.32584
RB FN4(2) 002.jpg,Red Bass,4,high,18.9,143.0177323,Fyke_Net,11,16.95,20.92,26.95,32.04,30.01,25.77,25.47,20.49,19.6,9.21,8.56,8.85,10.1,11.06,11.52,11.54,10.42,24.24444444,10.1575,21.86026242,8.347398875,11.13556723,0.1137,23.53983745,9.862299522,10.81159644,28.3225,10.89333333,25.37260489,12.71787691,3.177341,2.378934,11.32584
RB FN4(2) 003.jpg,Red Bass,4,high,18.9,157.8824902,Fyke_Net,10,18.15,21.06,19.6,31.13,31.87,25.17,27.04,25.27,19.89,9.25,7.58,9.98,10.07,10.16,10.35,12.02,11.58,24.35333333,10.12375,21.10883586,7.719949632,10.17062118,0.1137,23.38120523,9.719636587,9.764324836,28.8025,10.19333333,24.74317156,12.62431047,3.177341,2.378934,11.32584
RB FN4(2) 004.jpg,Red Bass,4,high,18.9,148.6455254,Fyke_Net,12,18.29,23.79,33.57,35.52,37.57,28.06,31.13,27.48,20.43,7.09,8.43,9.39,8.68,10.24,10.54,10.86,10.34,28.42666667,9.44625,25.23945927,7.539486351,12.17005118,0.1137,27.47965815,9.131559605,11.76424479,33.07,9.82,29.14476769,11.73200388,3.177341,2.378934,11.32584
RB FN4(2) 005.jpg,Red Bass,4,high,18.9,133.3702422,Fyke_Net,12,10.57,21.3,22.3,23.64,29.89,26.62,18.53,21.23,18.52,10.18,7.53,7.25,8.52,8.05,8.13,10.84,10.98,21.4,8.935,19.84087293,7.741179516,12.10789589,0.1137,20.94371044,8.744491153,11.84935713,24.67,8.233333333,22.76475299,9.219809485,3.177341,2.378934,11.32584
RB FN4(2) 006.jpg,Red Bass,4,high,18.9,132.9517742,Fyke_Net,9,23.03,30.66,36.25,35.09,27.86,28.84,25.14,20.05,15.44,8.31,7.72,8.85,9.96,9.5,10.37,9.29,8.5,26.92888889,9.0625,24.99827693,7.870334746,9.079574476,0.1137,26.36413119,8.872442296,8.8888747,29.2325,9.943333333,27.01086097,11.11382259,3.177341,2.378934,11.32584
RB FN4(2) 007.jpg,Red Bass,4,high,18.9,138.1817653,Fyke_Net,11,20.49,18.32,25.67,29.73,23.8,20.73,16.83,18.57,15.83,10.86,8.73,6.73,6.83,8.43,9.33,9.08,9.52,21.10777778,8.68875,19.29511029,7.328659183,11.11749436,0.1137,20.57464344,8.469294605,10.83634894,22.7725,8.196666667,20.70038304,9.375024798,3.177341,2.378934,11.32584
RB FN4(2) 008.jpg,Red Bass,4,high,18.9,150.8954409,Fyke_Net,11,15.2,19.83,30.47,29.36,25.15,26.9,25.77,14.25,17.69,6.25,6.67,9.01,9.79,12.67,11.61,12.4,11.88,22.73555556,10.035,20.06578257,7.918874572,11.16379673,0.1137,21.94063281,9.684140674,10.77312646,26.795,11.35666667,23.46463865,13.69009882,3.177341,2.378934,11.32584
RB FN4(2) 009.jpg,Red Bass,4,high,18.9,150.535847,Fyke_Net,10,19.32,26.28,27.96,25.31,27.65,25.44,16.92,21.16,14.54,6,8.6,9.18,10.94,11.27,10.84,11.69,8.83,22.73111111,9.66875,20.08097045,7.643642967,10.14776278,0.1137,21.94229541,9.333227634,9.795304894,23.83,11.01666667,20.88928115,13.26133692,3.177341,2.378934,11.32584
RB FN4(2) 010.jpg,Red Bass,4,high,18.9,142.7099565,Fyke_Net,12,12.12,17.68,24.72,27.44,26.16,19.23,22.96,20.06,17.7,6.53,6.93,9.31,8.27,8.35,9.47,9.18,9.01,20.89666667,8.38125,18.85790813,6.898918453,12.14665581,0.1137,20.29432529,8.139665006,11.79615816,23.9475,8.696666667,21.47288278,10.14023657,3.177341,2.378934,11.32584
RB FN4(2) 011.jpg,Red Bass,4,high,18.9,138.8286166,Fyke_Net,12,18.98,22.73,26.88,33.57,31.42,30.32,28.67,25.8,22.73,7.04,7.84,10.25,7.95,8.77,9.9,9.89,8.91,26.78888889,8.81875,24.44274943,7.41207293,12.13085057,0.1137,26.09840054,8.591447816,11.81780184,30.995,8.873333333,28.11896491,10.17730567,3.177341,2.378934,11.32584
RB FN4(2) 012.jpg,Red Bass,4,high,18.9,149.4712241,Fyke_Net,10,22.78,30.68,29.1,29.32,28.93,26.49,22.72,21.21,16.21,7.39,8.81,10.18,11.89,11.61,12.15,12.32,8.86,25.27111111,10.40125,22.3881603,8.266995093,10.14436246,0.1137,24.41384552,10.0484141,9.799927719,26.865,11.88333333,23.62072425,14.24410685,3.177341,2.378934,11.32584
RB FN4(2) 013.jpg,Red Bass,4,high,18.9,126.5968291,Fyke_Net,11,12.89,20.36,24.22,26.86,25.71,26.22,18.49,18.22,15.43,6.74,8.05,8.18,7.3,8.8,9.9,9.47,8.82,20.93333333,8.4075,19.81611701,7.577149031,11.07162174,0.1137,20.60876497,8.277145466,10.89961296,24.32,8.666666667,22.94325726,9.407724329,3.177341,2.378934,11.32584
RB FN5 001.jpg,Red Bass,4,high,18.9,130.1148521,Fyke_Net,12,14.61,22.41,27.65,27.33,25.99,27.19,26.35,21.89,20.41,9.71,7.36,7.74,8.59,9.26,10.14,10.68,10,23.75888889,9.185,22.24620155,8.107959528,12.0937757,0.1137,23.31772705,9.014453079,11.86883949,26.715,9.33,24.91147071,10.29486955,3.177341,2.378934,11.32584
RB FN5 002.jpg,Red Bass,4,high,18.9,124.2956902,Fyke_Net,13,11.86,19.96,26.42,32.06,29.09,26.67,25.92,25.26,18.76,8.13,6.52,8.35,8.21,9.24,9.28,8.11,8.62,24,8.3075,22.88603855,7.591662857,13.07331473,0.1137,23.67721619,8.195772262,12.89707941,28.435,8.91,27.0347677,9.566521225,3.177341,2.378934,11.32584
RB FN5 003.jpg,Red Bass,4,high,18.9,144.8468756,Fyke_Net,10,15.58,21.91,27.62,19.57,15.09,20.35,16.19,17.65,12.57,6.43,9.72,9,10.95,10.79,10.23,9.71,12.34,18.50333333,9.89625,16.59933147,8.054881587,10.12931969,0.1137,17.93963726,9.594767977,9.820423619,17.8,10.65666667,15.86036997,12.53632362,3.177341,2.378934,11.32584
RB FN5 004.jpg,Red Bass,4,high,18.9,133.2983506,Fyke_Net,11,12.26,22.45,28.81,33.3,29.88,27.8,26.55,24.62,20.56,6.57,6.62,9.99,8.32,8.88,10.06,9.93,9,25.13666667,8.67125,23.31031455,7.515734968,11.09862199,0.1137,24.60221232,8.486885008,10.86230005,29.3825,9.086666667,27.11950906,10.17211003,3.177341,2.378934,11.32584
RB FN5 005.jpg,Red Bass,4,high,18.9,134.6673418,Fyke_Net,11,12.49,20.02,22.35,32.52,24.66,27.36,23.61,24.3,12.43,8.4,6.78,9.39,8.79,8.7,8.59,9.96,8.72,22.19333333,8.66625,20.49708728,7.453556755,11.10397816,0.1137,21.69623953,8.472143017,10.85492405,27.0375,8.693333333,24.84723719,9.791336572,3.177341,2.378934,11.32584
RB FN5 006.jpg,Red Bass,4,high,18.9,146.7329777,Fyke_Net,12,18.47,21.8,28.91,32.41,35.39,31.44,30.88,29.58,24.89,7.21,7.06,8.21,8.79,9.82,10.43,9.85,11.03,28.19666667,9.05,25.16495956,7.29434125,12.16261149,0.1137,27.29748401,8.761401111,11.77437717,32.53,9.68,28.82671064,11.47568118,3.177341,2.378934,11.32584
RB FN5 007.jpg,Red Bass,4,high,18.9,129.1920234,Fyke_Net,13,7.88,10.45,17.52,25.21,31.46,30.55,28.88,28.57,24.95,7.76,7.14,6.72,8.14,10.24,7.63,9.31,10.9,22.83,8.48,21.43725706,7.526048792,13.09718768,0.1137,22.42422619,8.32928151,12.86399505,29.025,8.67,27.14732704,9.526050333,3.177341,2.378934,11.32584
RB FN5 008.jpg,Red Bass,4,high,18.9,122.2425675,Fyke_Net,12,10.76,20.3,26.04,30.12,28.35,23.81,21.84,14.16,9.05,5.54,6.66,6.79,7.59,8.57,9.61,7.97,7.3,20.49222222,7.50375,19.67139158,6.944129819,12.05818769,0.1137,20.25493789,7.416864581,11.91818597,26.03,8.59,24.92359165,9.13168739,3.177341,2.378934,11.32584
RB FN5 009.jpg,Red Bass,4,high,18.9,136.9153616,Fyke_Net,11,13.91,15.96,25.61,30.78,26.81,27.56,23.68,17.48,19.85,7.89,9.54,7.97,8.33,10.19,9.15,9.77,9.47,22.40444444,9.03875,20.55581006,7.677165243,11.11266201,0.1137,21.86143267,8.819682459,10.84298371,27.2075,9.223333333,24.82856947,10.49145968,3.177341,2.378934,11.32584
